"Notes","Occurrence State","Occurrence State Code","Year","Year Code","MCD - ICD Chapter","MCD - ICD Chapter Code",Deaths,Population,Crude Rate
,"South Carolina","45","2023","2023","Certain conditions originating in the perinatal period","P00-P96",239,Not Applicable,Not Applicable
,"South Carolina","45","2023","2023","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",260,Not Applicable,Not Applicable
,"South Carolina","45","2023","2023","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",10111,Not Applicable,Not Applicable
,"South Carolina","45","2023","2023","Injury, poisoning and certain other consequences of external causes","S00-T98",7360,Not Applicable,Not Applicable
,"South Carolina","45","2023","2023","Codes for special purposes","U00-U99",1520,Not Applicable,Not Applicable
,"South Carolina","45","2023","2023","External causes of morbidity and mortality","V01-Y89",7599,Not Applicable,Not Applicable
,"South Carolina","45","2024 (provisional)","2024","Certain infectious and parasitic diseases","A00-B99",5259,Not Applicable,Not Applicable
,"South Carolina","45","2024 (provisional)","2024","Neoplasms","C00-D48",13270,Not Applicable,Not Applicable
,"South Carolina","45","2024 (provisional)","2024","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",2377,Not Applicable,Not Applicable
,"South Carolina","45","2024 (provisional)","2024","Endocrine, nutritional and metabolic diseases","E00-E89",16445,Not Applicable,Not Applicable
,"South Carolina","45","2024 (provisional)","2024","Mental and behavioural disorders","F01-F99",14869,Not Applicable,Not Applicable
,"South Carolina","45","2024 (provisional)","2024","Diseases of the nervous system","G00-G98",9891,Not Applicable,Not Applicable
,"South Carolina","45","2024 (provisional)","2024","Diseases of the eye and adnexa","H00-H59",48,Not Applicable,Not Applicable
,"South Carolina","45","2024 (provisional)","2024","Diseases of the ear and mastoid process","H60-H95",27,Not Applicable,Not Applicable
,"South Carolina","45","2024 (provisional)","2024","Diseases of the circulatory system","I00-I99",33928,Not Applicable,Not Applicable
,"South Carolina","45","2024 (provisional)","2024","Diseases of the respiratory system","J00-J98",14644,Not Applicable,Not Applicable
,"South Carolina","45","2024 (provisional)","2024","Diseases of the digestive system","K00-K92",5323,Not Applicable,Not Applicable
,"South Carolina","45","2024 (provisional)","2024","Diseases of the skin and subcutaneous tissue","L00-L98",749,Not Applicable,Not Applicable
,"South Carolina","45","2024 (provisional)","2024","Diseases of the musculoskeletal system and connective tissue","M00-M99",1322,Not Applicable,Not Applicable
,"South Carolina","45","2024 (provisional)","2024","Diseases of the genitourinary system","N00-N99",6038,Not Applicable,Not Applicable
,"South Carolina","45","2024 (provisional)","2024","Pregnancy, childbirth and the puerperium","O00-O99",24,Not Applicable,Not Applicable
,"South Carolina","45","2024 (provisional)","2024","Certain conditions originating in the perinatal period","P00-P96",274,Not Applicable,Not Applicable
,"South Carolina","45","2024 (provisional)","2024","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",301,Not Applicable,Not Applicable
,"South Carolina","45","2024 (provisional)","2024","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",9788,Not Applicable,Not Applicable
,"South Carolina","45","2024 (provisional)","2024","Injury, poisoning and certain other consequences of external causes","S00-T98",6557,Not Applicable,Not Applicable
,"South Carolina","45","2024 (provisional)","2024","Codes for special purposes","U00-U99",914,Not Applicable,Not Applicable
,"South Carolina","45","2024 (provisional)","2024","External causes of morbidity and mortality","V01-Y89",6785,Not Applicable,Not Applicable
,"South Carolina","45","2025 (provisional and partial)","2025","Certain infectious and parasitic diseases","A00-B99",3669,Not Applicable,Not Applicable
,"South Carolina","45","2025 (provisional and partial)","2025","Neoplasms","C00-D48",9507,Not Applicable,Not Applicable
,"South Carolina","45","2025 (provisional and partial)","2025","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",1732,Not Applicable,Not Applicable
,"South Carolina","45","2025 (provisional and partial)","2025","Endocrine, nutritional and metabolic diseases","E00-E89",11811,Not Applicable,Not Applicable
,"South Carolina","45","2025 (provisional and partial)","2025","Mental and behavioural disorders","F01-F99",10742,Not Applicable,Not Applicable
,"South Carolina","45","2025 (provisional and partial)","2025","Diseases of the nervous system","G00-G98",7383,Not Applicable,Not Applicable
,"South Carolina","45","2025 (provisional and partial)","2025","Diseases of the eye and adnexa","H00-H59",44,Not Applicable,Not Applicable
,"South Carolina","45","2025 (provisional and partial)","2025","Diseases of the ear and mastoid process","H60-H95",27,Not Applicable,Not Applicable
,"South Carolina","45","2025 (provisional and partial)","2025","Diseases of the circulatory system","I00-I99",24471,Not Applicable,Not Applicable
,"South Carolina","45","2025 (provisional and partial)","2025","Diseases of the respiratory system","J00-J98",10604,Not Applicable,Not Applicable
,"South Carolina","45","2025 (provisional and partial)","2025","Diseases of the digestive system","K00-K92",3828,Not Applicable,Not Applicable
,"South Carolina","45","2025 (provisional and partial)","2025","Diseases of the skin and subcutaneous tissue","L00-L98",501,Not Applicable,Not Applicable
,"South Carolina","45","2025 (provisional and partial)","2025","Diseases of the musculoskeletal system and connective tissue","M00-M99",996,Not Applicable,Not Applicable
,"South Carolina","45","2025 (provisional and partial)","2025","Diseases of the genitourinary system","N00-N99",4365,Not Applicable,Not Applicable
,"South Carolina","45","2025 (provisional and partial)","2025","Pregnancy, childbirth and the puerperium","O00-O99",17,Not Applicable,Not Applicable
,"South Carolina","45","2025 (provisional and partial)","2025","Certain conditions originating in the perinatal period","P00-P96",157,Not Applicable,Not Applicable
,"South Carolina","45","2025 (provisional and partial)","2025","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",234,Not Applicable,Not Applicable
,"South Carolina","45","2025 (provisional and partial)","2025","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",7988,Not Applicable,Not Applicable
,"South Carolina","45","2025 (provisional and partial)","2025","Injury, poisoning and certain other consequences of external causes","S00-T98",3626,Not Applicable,Not Applicable
,"South Carolina","45","2025 (provisional and partial)","2025","Codes for special purposes","U00-U99",317,Not Applicable,Not Applicable
,"South Carolina","45","2025 (provisional and partial)","2025","External causes of morbidity and mortality","V01-Y89",1630,Not Applicable,Not Applicable
,"South Carolina","45","2025 (provisional and partial)","2025","Data not shown due to 6 month lag to account for delays in death certificate completion for certain causes of death.","999--999",2651,Not Applicable,Not Applicable
,"South Dakota","46","2018","2018","Certain infectious and parasitic diseases","A00-B99",793,Not Applicable,Not Applicable
,"South Dakota","46","2018","2018","Neoplasms","C00-D48",1963,Not Applicable,Not Applicable
,"South Dakota","46","2018","2018","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",380,Not Applicable,Not Applicable
,"South Dakota","46","2018","2018","Endocrine, nutritional and metabolic diseases","E00-E89",1938,Not Applicable,Not Applicable
,"South Dakota","46","2018","2018","Mental and behavioural disorders","F01-F99",2290,Not Applicable,Not Applicable
,"South Dakota","46","2018","2018","Diseases of the nervous system","G00-G98",1330,Not Applicable,Not Applicable
,"South Dakota","46","2018","2018","Diseases of the eye and adnexa","H00-H59",11,Not Applicable,Not Applicable
,"South Dakota","46","2018","2018","Diseases of the circulatory system","I00-I99",4555,Not Applicable,Not Applicable
,"South Dakota","46","2018","2018","Diseases of the respiratory system","J00-J98",2507,Not Applicable,Not Applicable
,"South Dakota","46","2018","2018","Diseases of the digestive system","K00-K92",812,Not Applicable,Not Applicable
,"South Dakota","46","2018","2018","Diseases of the skin and subcutaneous tissue","L00-L98",101,Not Applicable,Not Applicable
,"South Dakota","46","2018","2018","Diseases of the musculoskeletal system and connective tissue","M00-M99",283,Not Applicable,Not Applicable
,"South Dakota","46","2018","2018","Diseases of the genitourinary system","N00-N99",981,Not Applicable,Not Applicable
,"South Dakota","46","2018","2018","Certain conditions originating in the perinatal period","P00-P96",47,Not Applicable,Not Applicable
,"South Dakota","46","2018","2018","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",59,Not Applicable,Not Applicable
,"South Dakota","46","2018","2018","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",1561,Not Applicable,Not Applicable
,"South Dakota","46","2018","2018","Injury, poisoning and certain other consequences of external causes","S00-T98",911,Not Applicable,Not Applicable
,"South Dakota","46","2018","2018","External causes of morbidity and mortality","V01-Y89",951,Not Applicable,Not Applicable
,"South Dakota","46","2019","2019","Certain infectious and parasitic diseases","A00-B99",853,Not Applicable,Not Applicable
,"South Dakota","46","2019","2019","Neoplasms","C00-D48",2051,Not Applicable,Not Applicable
,"South Dakota","46","2019","2019","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",412,Not Applicable,Not Applicable
,"South Dakota","46","2019","2019","Endocrine, nutritional and metabolic diseases","E00-E89",2154,Not Applicable,Not Applicable
,"South Dakota","46","2019","2019","Mental and behavioural disorders","F01-F99",2395,Not Applicable,Not Applicable
,"South Dakota","46","2019","2019","Diseases of the nervous system","G00-G98",1499,Not Applicable,Not Applicable
,"South Dakota","46","2019","2019","Diseases of the eye and adnexa","H00-H59",16,Not Applicable,Not Applicable
,"South Dakota","46","2019","2019","Diseases of the circulatory system","I00-I99",4722,Not Applicable,Not Applicable
,"South Dakota","46","2019","2019","Diseases of the respiratory system","J00-J98",2560,Not Applicable,Not Applicable
,"South Dakota","46","2019","2019","Diseases of the digestive system","K00-K92",892,Not Applicable,Not Applicable
,"South Dakota","46","2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98",102,Not Applicable,Not Applicable
,"South Dakota","46","2019","2019","Diseases of the musculoskeletal system and connective tissue","M00-M99",306,Not Applicable,Not Applicable
,"South Dakota","46","2019","2019","Diseases of the genitourinary system","N00-N99",1037,Not Applicable,Not Applicable
,"South Dakota","46","2019","2019","Certain conditions originating in the perinatal period","P00-P96",43,Not Applicable,Not Applicable
,"South Dakota","46","2019","2019","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99",73,Not Applicable,Not Applicable
,"South Dakota","46","2019","2019","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99",1718,Not Applicable,Not Applicable
,"South Dakota","46","2019","2019","Injury, poisoning and certain other consequences of external causes","S00-T98",928,Not Applicable,Not Applicable
,"South Dakota","46","2019","2019","External causes of morbidity and mortality","V01-Y89",955,Not Applicable,Not Applicable
,"South Dakota","46","2020","2020","Certain infectious and parasitic diseases","A00-B99",987,Not Applicable,Not Applicable
,"South Dakota","46","2020","2020","Neoplasms","C00-D48",2209,Not Applicable,Not Applicable
,"South Dakota","46","2020","2020","Diseases of the blood and blood-forming organs and certain disorders involving the immune mechanism","D50-D89",477,Not Applicable,Not Applicable
,"South Dakota","46","2020","2020","Endocrine, nutritional and metabolic diseases","E00-E89",2884,Not Applicable,Not Applicable
,"South Dakota","46","2020","2020","Mental and behavioural disorders","F01-F99",2802,Not Applicable,Not Applicable
