"Notes","Residence 2013 Urbanization","Residence 2013 Urbanization Code","Year","Year Code","UCD - ICD Chapter","UCD - ICD Chapter Code","Sex","Sex Code","Single Race 6","Single Race 6 Code",Deaths,Population,Crude Rate
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the circulatory system","I00-I99","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI",42,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the circulatory system","I00-I99","Female","F","White","2106-3",39268,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the circulatory system","I00-I99","Female","F","More than one race","M",188,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the circulatory system","I00-I99","Male","M","American Indian or Alaska Native","1002-5",594,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the circulatory system","I00-I99","Male","M","Asian","A",260,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the circulatory system","I00-I99","Male","M","Black or African American","2054-5",3484,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the circulatory system","I00-I99","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI",60,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the circulatory system","I00-I99","Male","M","White","2106-3",43442,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the circulatory system","I00-I99","Male","M","More than one race","M",223,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the respiratory system","J00-J98","Female","F","American Indian or Alaska Native","1002-5",207,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the respiratory system","J00-J98","Female","F","Asian","A",56,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the respiratory system","J00-J98","Female","F","Black or African American","2054-5",754,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the respiratory system","J00-J98","Female","F","Native Hawaiian or Other Pacific Islander","NHOPI",11,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the respiratory system","J00-J98","Female","F","White","2106-3",15227,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the respiratory system","J00-J98","Female","F","More than one race","M",54,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the respiratory system","J00-J98","Male","M","American Indian or Alaska Native","1002-5",213,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the respiratory system","J00-J98","Male","M","Asian","A",63,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the respiratory system","J00-J98","Male","M","Black or African American","2054-5",830,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the respiratory system","J00-J98","Male","M","Native Hawaiian or Other Pacific Islander","NHOPI",12,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the respiratory system","J00-J98","Male","M","White","2106-3",15190,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the respiratory system","J00-J98","Male","M","More than one race","M",58,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the digestive system","K00-K92","Female","F","American Indian or Alaska Native","1002-5",212,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the digestive system","K00-K92","Female","F","Asian","A",37,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the digestive system","K00-K92","Female","F","Black or African American","2054-5",286,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the digestive system","K00-K92","Female","F","White","2106-3",5464,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the digestive system","K00-K92","Female","F","More than one race","M",27,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the digestive system","K00-K92","Male","M","American Indian or Alaska Native","1002-5",219,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the digestive system","K00-K92","Male","M","Asian","A",31,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the digestive system","K00-K92","Male","M","Black or African American","2054-5",352,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the digestive system","K00-K92","Male","M","White","2106-3",6104,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the digestive system","K00-K92","Male","M","More than one race","M",34,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Female","F","Black or African American","2054-5",34,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Female","F","White","2106-3",298,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Male","M","Black or African American","2054-5",32,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the skin and subcutaneous tissue","L00-L98","Male","M","White","2106-3",241,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the musculoskeletal system and connective tissue","M00-M99","Female","F","American Indian or Alaska Native","1002-5",22,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the musculoskeletal system and connective tissue","M00-M99","Female","F","Black or African American","2054-5",63,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the musculoskeletal system and connective tissue","M00-M99","Female","F","White","2106-3",921,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the musculoskeletal system and connective tissue","M00-M99","Male","M","American Indian or Alaska Native","1002-5",11,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the musculoskeletal system and connective tissue","M00-M99","Male","M","Black or African American","2054-5",52,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the musculoskeletal system and connective tissue","M00-M99","Male","M","White","2106-3",587,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the genitourinary system","N00-N98","Female","F","American Indian or Alaska Native","1002-5",83,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the genitourinary system","N00-N98","Female","F","Asian","A",32,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the genitourinary system","N00-N98","Female","F","Black or African American","2054-5",466,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the genitourinary system","N00-N98","Female","F","White","2106-3",3530,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the genitourinary system","N00-N98","Female","F","More than one race","M",21,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the genitourinary system","N00-N98","Male","M","American Indian or Alaska Native","1002-5",64,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the genitourinary system","N00-N98","Male","M","Asian","A",24,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the genitourinary system","N00-N98","Male","M","Black or African American","2054-5",465,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the genitourinary system","N00-N98","Male","M","White","2106-3",3412,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Diseases of the genitourinary system","N00-N98","Male","M","More than one race","M",19,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Pregnancy, childbirth and the puerperium","O00-O99","Female","F","Black or African American","2054-5",23,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Pregnancy, childbirth and the puerperium","O00-O99","Female","F","White","2106-3",82,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Certain conditions originating in the perinatal period","P00-P96","Female","F","American Indian or Alaska Native","1002-5",17,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Certain conditions originating in the perinatal period","P00-P96","Female","F","Black or African American","2054-5",87,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Certain conditions originating in the perinatal period","P00-P96","Female","F","White","2106-3",275,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Certain conditions originating in the perinatal period","P00-P96","Female","F","More than one race","M",15,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Certain conditions originating in the perinatal period","P00-P96","Male","M","American Indian or Alaska Native","1002-5",14,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Certain conditions originating in the perinatal period","P00-P96","Male","M","Black or African American","2054-5",94,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Certain conditions originating in the perinatal period","P00-P96","Male","M","White","2106-3",360,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Certain conditions originating in the perinatal period","P00-P96","Male","M","More than one race","M",14,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99","Female","F","Black or African American","2054-5",50,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99","Female","F","White","2106-3",406,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99","Male","M","American Indian or Alaska Native","1002-5",12,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99","Male","M","Black or African American","2054-5",40,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Congenital malformations, deformations and chromosomal abnormalities","Q00-Q99","Male","M","White","2106-3",460,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99","Female","F","American Indian or Alaska Native","1002-5",32,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99","Female","F","Asian","A",16,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99","Female","F","Black or African American","2054-5",141,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99","Female","F","White","2106-3",1712,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99","Female","F","More than one race","M",13,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99","Male","M","American Indian or Alaska Native","1002-5",43,Not Available,Not Available
,"Micropolitan (Nonmetro)","5","2019","2019","Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified","R00-R99","Male","M","Black or African American","2054-5",157,Not Available,Not Available
